Size,Data Type,Run,Execution Time (sec),Comparisons,Exchanges
70000,reverse_sorted,7,1.136233,2449965000,2449965000
70000,reverse_sorted,8,1.129501,2449965000,2449965000
70000,reverse_sorted,9,1.166201,2449965000,2449965000
70000,reverse_sorted,10,1.165620,2449965000,2449965000
80000,random,1,0.742181,1599540246,1599460253
80000,random,2,0.735327,1599540246,1599460253
80000,random,3,0.741328,1599540246,1599460253
80000,random,4,0.735823,1599540246,1599460253
80000,random,5,0.736559,1599540246,1599460253
80000,random,6,0.737805,1599540246,1599460253
80000,random,7,0.734575,1599540246,1599460253
80000,random,8,0.764481,1599540246,1599460253
80000,random,9,0.739752,1599540246,1599460253
80000,random,10,0.738159,1599540246,1599460253
80000,sorted,1,0.000092,79999,0
80000,sorted,2,0.000092,79999,0
80000,sorted,3,0.000092,79999,0
80000,sorted,4,0.000097,79999,0
80000,sorted,5,0.000092,79999,0
80000,sorted,6,0.000092,79999,0
80000,sorted,7,0.000092,79999,0
80000,sorted,8,0.000092,79999,0
80000,sorted,9,0.000092,79999,0
80000,sorted,10,0.000092,79999,0
80000,reverse_sorted,1,1.479816,3199960000,3199960000
80000,reverse_sorted,2,1.477590,3199960000,3199960000
80000,reverse_sorted,3,1.477118,3199960000,3199960000
80000,reverse_sorted,4,1.506878,3199960000,3199960000
80000,reverse_sorted,5,1.480250,3199960000,3199960000
80000,reverse_sorted,6,1.493208,3199960000,3199960000
80000,reverse_sorted,7,1.488914,3199960000,3199960000
80000,reverse_sorted,8,1.475226,3199960000,3199960000
80000,reverse_sorted,9,1.511948,3199960000,3199960000
80000,reverse_sorted,10,1.482903,3199960000,3199960000
90000,random,1,0.932463,2018220906,2018130919
90000,random,2,0.936404,2018220906,2018130919
90000,random,3,0.932145,2018220906,2018130919
90000,random,4,0.939956,2018220906,2018130919
90000,random,5,0.976071,2018220906,2018130919
90000,random,6,0.935760,2018220906,2018130919
90000,random,7,0.932542,2018220906,2018130919
90000,random,8,0.927529,2018220906,2018130919
90000,random,9,0.930703,2018220906,2018130919
90000,random,10,0.929576,2018220906,2018130919
90000,sorted,1,0.000103,89999,0
90000,sorted,2,0.000103,89999,0
90000,sorted,3,0.000103,89999,0
90000,sorted,4,0.000107,89999,0
90000,sorted,5,0.000103,89999,0
90000,sorted,6,0.000103,89999,0
90000,sorted,7,0.000103,89999,0
90000,sorted,8,0.000103,89999,0
90000,sorted,9,0.000103,89999,0
90000,sorted,10,0.000103,89999,0
90000,reverse_sorted,1,1.907148,4049955000,4049955000
90000,reverse_sorted,2,1.866854,4049955000,4049955000
90000,reverse_sorted,3,1.867110,4049955000,4049955000
90000,reverse_sorted,4,1.863824,4049955000,4049955000
90000,reverse_sorted,5,1.881353,4049955000,4049955000
90000,reverse_sorted,6,1.871615,4049955000,4049955000
90000,reverse_sorted,7,1.883452,4049955000,4049955000
90000,reverse_sorted,8,1.884345,4049955000,4049955000
90000,reverse_sorted,9,1.953878,4049955000,4049955000
90000,reverse_sorted,10,1.873281,4049955000,4049955000
100000,random,1,1.158092,2496469518,2496369531
100000,random,2,1.168421,2496469518,2496369531
100000,random,3,1.157846,2496469518,2496369531
100000,random,4,1.154274,2496469518,2496369531
100000,random,5,1.157129,2496469518,2496369531
100000,random,6,1.151271,2496469518,2496369531
100000,random,7,1.154701,2496469518,2496369531
100000,random,8,1.150774,2496469518,2496369531
100000,random,9,1.159737,2496469518,2496369531
100000,random,10,1.150257,2496469518,2496369531
100000,sorted,1,0.000115,99999,0
100000,sorted,2,0.000115,99999,0
100000,sorted,3,0.000115,99999,0
100000,sorted,4,0.000115,99999,0
100000,sorted,5,0.000114,99999,0
100000,sorted,6,0.000120,99999,0
100000,sorted,7,0.000114,99999,0
100000,sorted,8,0.000114,99999,0
100000,sorted,9,0.000114,99999,0
100000,sorted,10,0.000114,99999,0
100000,reverse_sorted,1,2.316233,4999950000,4999950000
100000,reverse_sorted,2,2.311249,4999950000,4999950000
100000,reverse_sorted,3,2.325289,4999950000,4999950000
100000,reverse_sorted,4,2.319775,4999950000,4999950000
100000,reverse_sorted,5,2.329898,4999950000,4999950000
100000,reverse_sorted,6,2.311089,4999950000,4999950000
100000,reverse_sorted,7,2.303687,4999950000,4999950000
100000,reverse_sorted,8,2.312729,4999950000,4999950000
100000,reverse_sorted,9,2.316863,4999950000,4999950000
100000,reverse_sorted,10,2.321706,4999950000,4999950000
