Size,Data Type,Run,Execution Time (sec),Comparisons,Exchanges
70000,reverse_sorted,3,1.493665,2449965000,1225034999
70000,reverse_sorted,4,1.489039,2449965000,1225034999
70000,reverse_sorted,5,1.491108,2449965000,1225034999
70000,reverse_sorted,6,1.492593,2449965000,1225034999
70000,reverse_sorted,7,1.489330,2449965000,1225034999
70000,reverse_sorted,8,1.484720,2449965000,1225034999
70000,reverse_sorted,9,1.486141,2449965000,1225034999
70000,reverse_sorted,10,1.488942,2449965000,1225034999
80000,random,1,0.003723,1638961,833676
80000,random,2,0.004030,1638961,833676
80000,random,3,0.004078,1638961,833676
80000,random,4,0.004116,1638961,833676
80000,random,5,0.004164,1638961,833676
80000,random,6,0.004171,1638961,833676
80000,random,7,0.004166,1638961,833676
80000,random,8,0.004010,1638961,833676
80000,random,9,0.003707,1638961,833676
80000,random,10,0.003665,1638961,833676
80000,sorted,1,2.397682,3199960000,3200039999
80000,sorted,2,2.392392,3199960000,3200039999
80000,sorted,3,2.394055,3199960000,3200039999
80000,sorted,4,2.392005,3199960000,3200039999
80000,sorted,5,2.393044,3199960000,3200039999
80000,sorted,6,2.393536,3199960000,3200039999
80000,sorted,7,2.397219,3199960000,3200039999
80000,sorted,8,2.394106,3199960000,3200039999
80000,sorted,9,2.392492,3199960000,3200039999
80000,sorted,10,2.397179,3199960000,3200039999
80000,reverse_sorted,1,1.940062,3199960000,1600039999
80000,reverse_sorted,2,1.941827,3199960000,1600039999
80000,reverse_sorted,3,1.958878,3199960000,1600039999
80000,reverse_sorted,4,1.946337,3199960000,1600039999
80000,reverse_sorted,5,1.940741,3199960000,1600039999
80000,reverse_sorted,6,1.938467,3199960000,1600039999
80000,reverse_sorted,7,1.940693,3199960000,1600039999
80000,reverse_sorted,8,1.943599,3199960000,1600039999
80000,reverse_sorted,9,1.943923,3199960000,1600039999
80000,reverse_sorted,10,1.938476,3199960000,1600039999
90000,random,1,0.004531,1887253,977197
90000,random,2,0.004143,1887253,977197
90000,random,3,0.004028,1887253,977197
90000,random,4,0.004231,1887253,977197
90000,random,5,0.004253,1887253,977197
90000,random,6,0.004365,1887253,977197
90000,random,7,0.004134,1887253,977197
90000,random,8,0.004179,1887253,977197
90000,random,9,0.004066,1887253,977197
90000,random,10,0.004196,1887253,977197
90000,sorted,1,3.024835,4049955000,4050044999
90000,sorted,2,3.044251,4049955000,4050044999
90000,sorted,3,3.025417,4049955000,4050044999
90000,sorted,4,3.024571,4049955000,4050044999
90000,sorted,5,3.034522,4049955000,4050044999
90000,sorted,6,3.021797,4049955000,4050044999
90000,sorted,7,3.056211,4049955000,4050044999
90000,sorted,8,3.026584,4049955000,4050044999
90000,sorted,9,3.051999,4049955000,4050044999
90000,sorted,10,3.027844,4049955000,4050044999
90000,reverse_sorted,1,2.456328,4049955000,2025044999
90000,reverse_sorted,2,2.487836,4049955000,2025044999
90000,reverse_sorted,3,2.461809,4049955000,2025044999
90000,reverse_sorted,4,2.453935,4049955000,2025044999
90000,reverse_sorted,5,2.494328,4049955000,2025044999
90000,reverse_sorted,6,2.459475,4049955000,2025044999
90000,reverse_sorted,7,2.450775,4049955000,2025044999
90000,reverse_sorted,8,2.472796,4049955000,2025044999
90000,reverse_sorted,9,2.451015,4049955000,2025044999
90000,reverse_sorted,10,2.494190,4049955000,2025044999
100000,random,1,0.005114,1962679,1045573
100000,random,2,0.004995,1962679,1045573
100000,random,3,0.004603,1962679,1045573
100000,random,4,0.004755,1962679,1045573
100000,random,5,0.004716,1962679,1045573
100000,random,6,0.004652,1962679,1045573
100000,random,7,0.004657,1962679,1045573
100000,random,8,0.004716,1962679,1045573
100000,random,9,0.004636,1962679,1045573
100000,random,10,0.005072,1962679,1045573
100000,sorted,1,3.729691,4999950000,5000049999
100000,sorted,2,3.745463,4999950000,5000049999
100000,sorted,3,3.742137,4999950000,5000049999
100000,sorted,4,3.731140,4999950000,5000049999
100000,sorted,5,3.728923,4999950000,5000049999
100000,sorted,6,3.743853,4999950000,5000049999
100000,sorted,7,3.733893,4999950000,5000049999
100000,sorted,8,3.732747,4999950000,5000049999
100000,sorted,9,3.733870,4999950000,5000049999
100000,sorted,10,3.727461,4999950000,5000049999
100000,reverse_sorted,1,3.031621,4999950000,2500049999
100000,reverse_sorted,2,3.029457,4999950000,2500049999
100000,reverse_sorted,3,3.035113,4999950000,2500049999
100000,reverse_sorted,4,3.026345,4999950000,2500049999
100000,reverse_sorted,5,3.033942,4999950000,2500049999
100000,reverse_sorted,6,3.026741,4999950000,2500049999
100000,reverse_sorted,7,3.031726,4999950000,2500049999
100000,reverse_sorted,8,3.027722,4999950000,2500049999
100000,reverse_sorted,9,3.039881,4999950000,2500049999
100000,reverse_sorted,10,3.053135,4999950000,2500049999
