Size,Data Type,Run,Execution Time (sec),Comparisons,Exchanges
70000,reverse_sorted,9,0.903679,2449965000,35000
70000,reverse_sorted,10,0.922017,2449965000,35000
80000,random,1,1.493612,3199960000,79987
80000,random,2,1.466557,3199960000,79987
80000,random,3,1.463727,3199960000,79987
80000,random,4,1.472214,3199960000,79987
80000,random,5,1.464733,3199960000,79987
80000,random,6,1.483198,3199960000,79987
80000,random,7,1.471277,3199960000,79987
80000,random,8,1.472085,3199960000,79987
80000,random,9,1.460803,3199960000,79987
80000,random,10,1.479573,3199960000,79987
80000,sorted,1,1.501787,3199960000,0
80000,sorted,2,1.469776,3199960000,0
80000,sorted,3,1.465749,3199960000,0
80000,sorted,4,1.459921,3199960000,0
80000,sorted,5,1.454957,3199960000,0
80000,sorted,6,1.461618,3199960000,0
80000,sorted,7,1.459460,3199960000,0
80000,sorted,8,1.463897,3199960000,0
80000,sorted,9,1.462880,3199960000,0
80000,sorted,10,1.463274,3199960000,0
80000,reverse_sorted,1,1.223214,3199960000,40000
80000,reverse_sorted,2,1.223434,3199960000,40000
80000,reverse_sorted,3,1.189382,3199960000,40000
80000,reverse_sorted,4,1.220213,3199960000,40000
80000,reverse_sorted,5,1.235438,3199960000,40000
80000,reverse_sorted,6,1.227189,3199960000,40000
80000,reverse_sorted,7,1.235246,3199960000,40000
80000,reverse_sorted,8,1.223522,3199960000,40000
80000,reverse_sorted,9,1.224867,3199960000,40000
80000,reverse_sorted,10,1.216385,3199960000,40000
90000,random,1,1.865881,4049955000,89989
90000,random,2,1.858558,4049955000,89989
90000,random,3,1.857703,4049955000,89989
90000,random,4,1.863607,4049955000,89989
90000,random,5,1.857522,4049955000,89989
90000,random,6,1.850444,4049955000,89989
90000,random,7,1.855215,4049955000,89989
90000,random,8,1.855734,4049955000,89989
90000,random,9,1.861949,4049955000,89989
90000,random,10,1.863138,4049955000,89989
90000,sorted,1,1.866461,4049955000,0
90000,sorted,2,1.853936,4049955000,0
90000,sorted,3,1.847922,4049955000,0
90000,sorted,4,1.842390,4049955000,0
90000,sorted,5,1.841881,4049955000,0
90000,sorted,6,1.841643,4049955000,0
90000,sorted,7,1.851823,4049955000,0
90000,sorted,8,1.849990,4049955000,0
90000,sorted,9,1.848281,4049955000,0
90000,sorted,10,1.864923,4049955000,0
90000,reverse_sorted,1,1.581123,4049955000,45000
90000,reverse_sorted,2,1.531674,4049955000,45000
90000,reverse_sorted,3,1.547038,4049955000,45000
90000,reverse_sorted,4,1.518476,4049955000,45000
90000,reverse_sorted,5,1.533210,4049955000,45000
90000,reverse_sorted,6,1.519370,4049955000,45000
90000,reverse_sorted,7,1.531455,4049955000,45000
90000,reverse_sorted,8,1.521719,4049955000,45000
90000,reverse_sorted,9,1.522772,4049955000,45000
90000,reverse_sorted,10,1.558910,4049955000,45000
100000,random,1,2.284179,4999950000,99987
100000,random,2,2.286316,4999950000,99987
100000,random,3,2.324411,4999950000,99987
100000,random,4,2.313296,4999950000,99987
100000,random,5,2.301920,4999950000,99987
100000,random,6,2.318258,4999950000,99987
100000,random,7,2.291480,4999950000,99987
100000,random,8,2.297740,4999950000,99987
100000,random,9,2.331592,4999950000,99987
100000,random,10,2.286641,4999950000,99987
100000,sorted,1,2.291868,4999950000,0
100000,sorted,2,2.303256,4999950000,0
100000,sorted,3,2.280092,4999950000,0
100000,sorted,4,2.279551,4999950000,0
100000,sorted,5,2.328781,4999950000,0
100000,sorted,6,2.292731,4999950000,0
100000,sorted,7,2.295187,4999950000,0
100000,sorted,8,2.319206,4999950000,0
100000,sorted,9,2.288755,4999950000,0
100000,sorted,10,2.291487,4999950000,0
100000,reverse_sorted,1,1.864502,4999950000,50000
100000,reverse_sorted,2,1.869812,4999950000,50000
100000,reverse_sorted,3,1.867651,4999950000,50000
100000,reverse_sorted,4,1.872847,4999950000,50000
100000,reverse_sorted,5,1.880226,4999950000,50000
100000,reverse_sorted,6,1.871707,4999950000,50000
100000,reverse_sorted,7,1.872730,4999950000,50000
100000,reverse_sorted,8,1.877908,4999950000,50000
100000,reverse_sorted,9,1.868525,4999950000,50000
100000,reverse_sorted,10,1.872093,4999950000,50000
